reporting-organisation,iati-identifier,aid_project_title,activity_description,full_details,default-currency_for_amounts,total_commitments,total_disbursements,total_reimbursements,total_expenditure,total_incoming-funds,total_loan-repayment,total_interest-repayment,start-planned_iso-date,start-planned,start-actual_iso-date,start-actual,end-planned_iso-date,end-planned,end-actual_iso-date,end-actual,funding-organisations,extending-organisations,accountable-organisations,implementing-organisations,recipient-country_codes,recipient-countries,recipient-country_percentages,recipient-region_codes,recipient-regions,recipient-region_percentages,activity-website,activity-status_code,activity-status,collaboration-type_code,collaboration-type,conditions-attached,condition_types,conditions,sectors,sector_vocabularies,sector_codes,sector_percentages,policy-markers,policy-marker_vocabularies,policy-marker_significance,policy-marker_codes,contact-info_organisation,contact-info_person-name,contact-info_person-name,contact-info_email,contact-info_mailing-address,default-aid-type_code,default-aid-type,default-finance-type_code,default-finance-type,default-flow-type_code,default-flow-type,default-tied-status_code,default-tied-status,related-activities,related-activity_types,last-updated-datetime
Department for International Development,GB-1-108528,Livelihoods & Forestry Programme,"Assets of rural communities enhanced through more equitable, efficient and sustainable use of forest resources",http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108528,GBP,0,0,0,0,0,0,0,,2001-01-01,,2000-11-02,,2012-12-31,,2012-12-31,UNITED KINGDOM,Department for International Development,,,,,,,,,,4,Post-completion,,,,,,,,,,,,,,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,,,,5,Untied,GB-1-108528-101; GB-1-108528-102; GB-1-108528-103; GB-1-108528-104,2; 2; 2; 2,,
Department for International Development,GB-1-108528-101,PROCOFSERVICES for Livelihoods & Forestry Programme,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108528-101,GBP,25114087,7676408,0,7782989,0,0,0,,2001-01-01,,2001-01-01,,2012-03-31,,2012-03-31,UNITED KINGDOM,Department for International Development,,"University, college or other teaching institution, research institute or think-tank",NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Forestry development,,31220,,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,1; 1; 0; 2; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108528; GB-1-108528-102; GB-1-108528-103; GB-1-108528-104,1; 3; 3; 3,,
Department for International Development,GB-1-108528-102,NOTFORPROFITORG for Livelihoods & Forestry Programme,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108528-102,GBP,79604,79584,0,0,0,0,0,,2001-01-01,,2001-01-01,,2010-12-31,,2010-12-31,UNITED KINGDOM,Department for International Development,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,NP,Nepal,,,,,,4,Post-completion,5,Aid through NGOs,,,,Forestry development,,31220,,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,1; 1; 0; 2; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108528; GB-1-108528-101; GB-1-108528-103; GB-1-108528-104,1; 3; 3; 3,,
Department for International Development,GB-1-108528-103,PROCUREMENTOFGOODS for Livelihoods & Forestry Programme,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108528-103,GBP,227078,226049,0,0,0,0,0,,2001-01-01,,2001-01-01,,2010-12-31,,2010-12-31,UNITED KINGDOM,Department for International Development,,Other.,NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Forestry development,,31220,,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,1; 1; 0; 2; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108528; GB-1-108528-101; GB-1-108528-102; GB-1-108528-104,1; 3; 3; 3,,
Department for International Development,GB-1-108528-104,NONBUDSUPPFINAID for Livelihoods & Forestry Programme,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108528-104,GBP,451629,451613,0,0,0,0,0,,2001-01-01,,2001-01-01,,2010-12-31,,2010-12-31,UNITED KINGDOM,Department for International Development,,Other.,NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Forestry development,,31220,,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,1; 1; 0; 2; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108528; GB-1-108528-101; GB-1-108528-102; GB-1-108528-103,1; 3; 3; 3,,
Department for International Development,GB-1-108530,Agricultural Perspective Plan Support Programme,Deliver appropriate agricultural support services to the rural poor through improved policy and institutional arrangements,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108530,GBP,0,0,0,0,0,0,0,,2002-12-01,,2003-07-01,,2009-08-31,,2009-08-31,UNITED KINGDOM,Department for International Development,,,,,,,,,,4,Post-completion,,,,,,,,,,,,,,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,,,,5,Untied,GB-1-108530-101; GB-1-108530-102; GB-1-108530-103,2; 2; 2,,
Department for International Development,GB-1-108530-101,Consultancies Agricultural Perspective Plan Support Programme,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108530-101,GBP,3088465,310943,0,0,0,0,0,,2002-12-01,,2002-12-01,,2009-08-31,,2009-08-31,UNITED KINGDOM,Department for International Development,,Other.,NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Agricultural policy and administrative management; Rural development; Agricultural land resources,,31110; 43040; 31130,60; 30; 10,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,1; 1; 0; 2; 0; 0; 0; 1,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108530; GB-1-108530-102; GB-1-108530-103,1; 3; 3,,
Department for International Development,GB-1-108530-102,Procurement of Goods for Agricultural Perspective Plan Support Programme,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108530-102,GBP,185783,156594,0,0,0,0,0,,2002-12-01,,2002-12-01,,2009-08-31,,2009-08-31,UNITED KINGDOM,Department for International Development,,Other.,NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Agricultural policy and administrative management; Rural development; Agricultural land resources,,31110; 43040; 31130,60; 30; 10,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,1; 1; 0; 2; 0; 0; 0; 1,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108530; GB-1-108530-101; GB-1-108530-103,1; 3; 3,,
Department for International Development,GB-1-108530-103,Non Budge Support Agricultural Perspective Plan Support Programme,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108530-103,GBP,5298150,5298042,0,0,0,0,0,,2002-12-01,,2002-12-01,,2009-08-31,,2009-08-31,UNITED KINGDOM,Department for International Development,,Other.,NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Agricultural policy and administrative management; Rural development; Agricultural land resources,,31110; 43040; 31130,60; 30; 10,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,1; 1; 0; 2; 0; 0; 0; 1,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108530; GB-1-108530-101; GB-1-108530-102,1; 3; 3,,
Department for International Development,GB-1-108532,Health Sector Programme,To improve the health status of the Nepalese population through increase utilisation of quality essential services delivered by a well managed and health sector,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108532,GBP,0,0,0,0,0,0,0,,2004-07-01,,2005-06-03,,2010-07-31,,2010-07-31,UNITED KINGDOM,Department for International Development,,,,,,,,,,4,Post-completion,,,,,,,,,,,,,,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,,,,5,Untied,GB-1-108532-101; GB-1-108532-102; GB-1-108532-103; GB-1-108532-104; GB-1-108532-106; GB-1-108532-107; GB-1-108532-108,2; 2; 2; 2; 2; 2; 2,,
Department for International Development,GB-1-108532-101,Sector Budget Support for Health Sector Programme,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108532-101,GBP,26499999,26499999,0,0,0,0,0,,2004-07-01,,2004-07-01,,2010-07-31,,2010-07-31,UNITED KINGDOM,Department for International Development,,Recipient Government,NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Health policy and administrative management; Basic health care; Health education; Health personnel development,,12110; 12220; 12261; 12281,41; 39; 10; 10,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,0; 0; 0; 0; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",A02,Sector budget support,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108532; GB-1-108532-102; GB-1-108532-103; GB-1-108532-104; GB-1-108532-106; GB-1-108532-107; GB-1-108532-108,1; 3; 3; 3; 3; 3; 3,,
Department for International Development,GB-1-108532-102,Technical Assistance - Health Sector Programme,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108532-102,GBP,3659973,3062679,0,549833,0,0,0,,2004-07-01,,2004-07-01,,2010-07-31,,2010-07-31,UNITED KINGDOM,Department for International Development,,"University, college or other teaching institution, research institute or think-tank",NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Health policy and administrative management; Basic health care; Health education; Health personnel development,,12110; 12220; 12261; 12281,41; 39; 10; 10,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,0; 0; 0; 0; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108532; GB-1-108532-101; GB-1-108532-103; GB-1-108532-104; GB-1-108532-106; GB-1-108532-107; GB-1-108532-108,1; 3; 3; 3; 3; 3; 3,,
Department for International Development,GB-1-108532-103,Fund to World Bank  for  Health Sector Programme,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108532-103,GBP,85000,85000,0,0,0,0,0,,2004-07-01,,2004-07-01,,2010-07-31,,2010-07-31,UNITED KINGDOM,Department for International Development,,International Bank for Reconstruction and Development,NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Health policy and administrative management; Basic health care; Health education; Health personnel development,,12110; 12220; 12261; 12281,41; 39; 10; 10,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,0; 0; 0; 0; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108532; GB-1-108532-101; GB-1-108532-102; GB-1-108532-104; GB-1-108532-106; GB-1-108532-107; GB-1-108532-108,1; 3; 3; 3; 3; 3; 3,,
